3.349;0.064;0.5
3.2435;0.1695;0.5
3.1385;0.0645;0.5
3.116;0.087;0.5
2.9485;-0.0285;1
2.8595;-0.1695;0.5
2.7435;-0.5415;0.5
2.731;-0.084;1
2.6625;0.0275;0.5
2.5825;0.2045;1
2.537;0.167;1
2.534;-0.066;1
2.504;-0.131;0.5
2.4915;-0.2445;1
2.411;-0.038;0.5
2.403;0.299;1
2.3855;-0.8995;39
2.379;-0.07;0.5
2.3715;0.1235;1
2.363;-0.39;1
2.3595;-0.3165;1
2.3565;-0.2205;1
2.3305;-0.0935;1
2.33;0.251;1
2.317;-0.008;0.5
2.306;0.466;1
2.289;-0.076;1
2.2665;0.3415;1
2.2615;1.0825;1
2.254;-0.071;0.5
2.244;0.164;1
2.238;0;1
2.2075;-0.1125;1
2.1695;0.2475;1
2.1685;0.2015;1
2.1495;0.0265;1
2.1415;-0.0295;1
2.118;-0.194;1
2.112;0.044;1
2.1005;0.3295;1
2.088;-0.218;1
2.0675;0.5745;1
2.059;-0.475;1
2.0545;-0.5685;1
2.046;0.21;1
2.037;0.165;0.5
2.016;0.115;1
2.003;0.131;0.5
1.9995;-0.2375;1
1.9935;0.1405;0.5
1.9775;0.1955;1
1.9755;-0.6475;29
1.953;-0.256;1
1.9245;0.2585;0.5
1.9175;0.0985;1
1.9065;0.0905;1
1.904;1.509;29
1.897;0.184;1
1.888;-0.689;49
1.8755;0.7165;1
1.872;0.262;1
1.8605;0.0225;1
1.851;0.052;1
1.8465;-0.4655;29
1.8365;-0.2525;59
1.834;-0.231;1
1.833;0.468;1
1.8205;0.2285;1
1.8165;-0.5625;1
1.811;0.147;1
1.8015;0.2705;1
1.785;-1.244;29
1.776;0.058;1
1.773;0.363;1
1.773;0.869;29
1.76;-0.104;1
1.7485;0.3955;1
1.74;0.368;1
1.7345;0.3775;29
1.7225;-0.3665;1
1.7195;-0.1335;0.5
1.717;0.169;1
1.7;-0.163;1
1.6875;-0.0055;1
1.6825;-0.3765;1
1.6765;-0.0755;1
1.672;0.103;1
1.6705;-0.0365;1
1.6665;0.2415;1
1.666;0.117;1
1.657;0.3;1
1.6515;0.2295;1
1.651;-0.358;1
1.648;-0.416;1
1.6415;0.9505;39
1.6405;0.1625;1
1.6405;0.0815;1
1.6395;-0.1115;1
1.634;-0.176;1
1.6215;-0.4635;1
1.6085;-0.3455;1
1.6015;-0.3085;1
1.588;-0.532;1
1.5865;0.0065;1
1.584;-0.142;1
1.5815;0.2075;1
1.572;0.166;1
1.5565;0.5995;39
1.556;-0.71;1
1.544;-0.258;20
1.54;0.682;1
1.5395;0.3305;19
1.5355;-0.7015;29
1.532;-0.588;19
1.5265;-0.2205;1
1.516;1.186;39
1.514;0.161;1
1.5105;0.5625;1
1.5095;-0.0945;1
1.509;-0.11;1
1.5075;0.3365;1
1.507;-0.908;1
1.499;0.082;1
1.496;0.24;1
1.493;-0.23;19
1.479;0.071;1
1.4705;0.7795;1
1.468;-0.233;1
1.4665;0.3035;1
1.465;-0.266;1
1.4645;-1.5125;29
1.464;-0.01;1
1.4605;0.2115;1
1.454;-0.341;1
1.453;-0.556;1
1.4515;-0.0865;1
1.451;-0.123;1
1.4495;0.0455;1
1.447;-0.282;1
1.442;-0.152;1
1.441;0.094;1
1.4305;0.3055;39
1.428;-0.417;39
1.42;0.132;1
1.4115;-0.6665;1
1.4105;0.0615;1
1.402;0.402;1
1.3975;-0.2935;29
1.3935;0.0835;1
1.3875;-0.2775;1
1.3865;0.2215;1
1.3865;0.4305;1
1.386;-0.478;19
1.3855;0.0935;1
1.3795;1.1155;19
1.378;-0.567;1
1.3765;0.0605;1
1.3755;-0.0295;1
1.3745;-0.0805;1
1.3725;0.2475;1
1.3715;-0.4455;1
1.3695;-0.1115;1
1.369;-0.045;1
1.3655;-0.1525;1
1.362;0.173;1
1.362;-0.419;1
1.36;-0.012;1
1.36;-0.25;29
1.3595;0.5715;1
1.359;1.985;29
1.3585;-0.3685;1
1.358;-0.306;29
1.3545;-0.6015;1
1.3525;-0.3945;19
1.3485;0.2195;1
1.346;-0.526;39
1.3385;0.2885;1
1.336;-0.463;39
1.3175;-0.9485;19
1.316;0.128;1
1.309;-0.9;19
1.295;0.019;1
1.2935;0.2415;19
1.293;0.534;1
1.289;0.754;49
1.288;0.17;39
1.2845;0.0565;1
1.283;-0.393;1
1.279;-0.135;19
1.2695;0.4315;1
1.269;0.278;1
1.2675;-0.6885;19
1.267;-0.367;1
1.2585;0.2965;1
1.258;0.152;1
1.252;-0.282;1
1.25;-0.662;1
1.245;-1.829;39
1.244;-0.128;1
1.244;0.969;39
1.244;-0.63;1
1.238;-0.084;1
1.237;-0.521;1
1.2365;0.1985;1
1.2365;-0.4765;39
1.2355;0.1795;19
1.2335;-0.7715;1
1.231;0.231;19
1.23;-0.615;1
1.221;0.442;20
1.2185;0.6155;19
1.218;0.543;1
1.218;0.368;0.5
1.2135;1.3675;29
1.2105;-0.8485;49
1.2095;0.0695;30
1.208;0.505;1
1.2035;-0.1305;20
1.198;-0.769;19
1.188;0.384;1
1.1865;-0.5645;20
1.1855;-0.2155;39
1.1745;-0.0045;19
1.1735;0.1325;1
1.1675;-0.0605;19
1.1655;0.7915;1
1.165;0.025;1
1.1635;0.3865;29
1.1635;0.0055;1
1.16;-0.241;1
1.1555;0.1035;1
1.1555;-0.7015;1
1.153;0.037;19
1.151;-0.723;19
1.1505;-0.3165;1
1.149;-1.451;19
1.147;-0.352;1
1.1455;0.3315;19
1.144;0.15;1
1.141;0.73;1
1.135;0.574;20
1.1345;-0.4345;19
1.133;-0.201;1
1.129;-0.221;1
1.1205;0.0955;1
1.1135;-0.0295;1
1.1105;0.1165;1
1.1085;0.4125;1
1.105;0.588;1
1.101;0.003;1
1.1005;-0.8095;29
1.1005;-1.6355;49
1.097;-0.239;1
1.096;0.319;1
1.0945;-0.2125;1
1.0935;0.0705;40
1.0925;-0.0575;1
1.091;0.098;49
1.089;1.045;49
1.0875;-0.9765;29
1.0835;0.7335;39
1.079;-0.387;1
1.078;-0.029;19
1.075;0.54;1
1.0725;0.2725;1
1.0725;0.1555;1
1.0675;0.0235;60
1.0675;-0.0655;1
1.067;0.655;19
1.0635;0.2755;19
1.0625;0.2035;1
1.0575;-0.0855;49
1.057;0.501;1
1.056;-1.115;29
1.053;0.833;29
1.053;-0.766;39
1.0505;-0.2945;1
1.0495;0.5325;1
1.047;0.539;39
1.0465;0.0175;1
1.0455;0.5285;29
1.045;-0.126;29
1.044;0.972;59
1.04;-0.038;39
1.0345;-0.3175;1
1.0315;-0.3345;1
1.0315;-0.3725;59
1.027;0.037;1
1.0255;0.1075;1
1.025;-0.565;1
1.025;-0.311;39
1.022;0.729;1
1.022;0.514;1
1.021;-0.035;1
1.021;-0.326;1
1.0205;0.4145;29
1.016;-0.574;19
1.0155;0.9425;19
1.014;-0.333;29
1.0125;0.1645;1
1.007;-0.831;39
1.0055;0.1455;1
1.0045;0.3765;1
1.003;-0.076;1
1;-0.108;1
0.999;-0.143;1
0.998;-0.081;1
0.9965;-0.7985;29
0.995;0.186;39
0.994;0.325;1
0.991;0.316;1
0.99;0.465;1
0.9875;0.3355;1
0.9875;-0.3315;1
0.9865;0.0295;1
0.986;-0.617;1
0.9845;1.1515;39
0.983;0.479;1
0.981;0.365;19
0.9805;-0.0425;30
0.9785;-0.8385;59
0.9755;0.2675;1
0.9735;0.8615;1
0.9725;-0.3375;1
0.9705;-0.0975;1
0.969;-0.505;19
0.968;-0.356;20
0.9675;-0.7395;19
0.967;-1.111;29
0.965;-0.298;30
0.964;0.408;1
0.964;-0.392;1
0.961;-0.339;1
0.961;-0.67;1
0.9605;-0.0295;1
0.96;-1.049;29
0.956;0.513;1
0.956;0.34;1
0.955;1.282;19
0.955;-0.34;19
0.9535;-0.4605;1
0.9525;-0.0345;1
0.9515;0.0815;1
0.95;0.234;1
0.949;0.368;1
0.946;0.136;1
0.941;-0.555;1
0.9405;-0.0215;1
0.9375;-0.2565;1
0.936;-0.482;19
0.934;0.929;1
0.9335;0.2305;1
0.9305;-0.2485;1
0.93;-0.371;1
0.9265;0.1255;1
0.9265;-0.0425;1
0.925;0.032;1
0.924;0.773;19
0.924;-0.105;1
0.9225;-0.2365;19
0.922;-0.462;19
0.9215;-1.0365;1
0.921;-0.772;19
0.9195;0.4285;49
0.9185;-0.1495;29
0.9175;0.5105;29
0.917;0.377;19
0.9155;-0.8555;19
0.9145;0.2545;1
0.912;0.17;1
0.9115;1.1695;49
0.9115;-0.8465;39
0.9105;0.1745;1
0.9105;-0.2105;1
0.9095;0.3195;1
0.908;-0.439;19
0.9075;-0.1495;1
0.907;0.328;19
0.9065;-0.4775;1
0.902;-0.588;49
0.8995;0.2965;1
0.899;0.15;1
0.8975;0.5465;19
0.8975;-0.0855;1
0.8955;-0.8315;19
0.892;-0.226;1
0.8915;0.2775;19
0.89;-0.998;29
0.8895;0.3915;29
0.8885;0.3005;1
0.888;0.196;19
0.8875;0.1465;20
0.8795;0.2715;19
0.8785;-0.7405;39
0.8775;0.8195;1
0.8775;-0.3495;1
0.8755;-0.8155;1
0.8715;0.5395;1
0.8695;-0.2495;30
0.8665;-0.4635;29
0.8645;-0.5015;19
0.862;-0.144;1
0.8605;0.0125;1
0.8605;-1.5545;29
0.859;1.072;29
0.859;-0.178;1
0.8585;0.6915;1
0.857;0.412;1
0.857;0.154;1
0.8545;-0.1895;1
0.8515;-0.0965;19
0.847;-1.478;29
0.8455;0.4735;19
0.8425;-1.6915;49
0.8415;-0.3765;1
0.84;0.035;1
0.839;-0.031;19
0.8375;-0.1525;19
0.8365;0.0315;19
0.836;0.925;59
0.8355;-0.0255;1
0.835;-0.272;1
0.835;-0.588;30
0.8335;-0.2825;1
0.8335;0.0365;1
0.8315;-0.0195;20
0.8285;0.4575;19
0.821;0.122;1
0.814;-0.796;29
0.807;0.271;1
0.807;0.728;19
0.8065;-0.8085;30
0.8055;0.1915;1
0.8005;1.3725;19
0.8;1.081;19
0.7975;-0.5765;19
0.7975;1.4245;29
0.7975;0.3095;1
0.797;0.093;1
0.7965;-0.2115;19
0.7955;-1.0615;19
0.783;-0.091;1
0.7815;0.6625;1
0.7795;0.7415;29
0.7775;0.5455;19
0.776;-0.177;1
0.776;-0.495;1
0.7755;0.0445;30
0.775;0.083;29
0.773;-0.633;1
0.7705;0.1285;1
0.7695;0.8505;29
0.766;0.352;19
0.7655;-0.5675;1
0.762;-0.207;19
0.761;0.508;29
0.7585;-0.0955;30
0.755;0.052;29
0.7535;0.0665;1
0.7535;-0.0985;30
0.7535;-0.4865;30
0.7525;-0.7955;29
0.752;-0.001;1
0.751;-0.163;1
0.7505;-0.8295;19
0.749;0.258;1
0.7485;-0.0485;19
0.745;0.212;19
0.744;0.269;1
0.7435;1.1815;1
0.743;0.189;29
0.742;-0.153;39
0.741;-0.818;39
0.739;0.019;39
0.735;-0.761;19
0.734;0.384;1
0.7335;-0.2255;1
0.7335;-0.6165;19
0.733;0.553;1
0.7325;-0.0485;20
0.7325;-0.0025;1
0.732;0.185;19
0.731;1.639;19
0.731;-0.377;1
0.731;1.048;1
0.7305;-0.2065;1
0.73;0.863;29
0.7275;0.1845;1
0.7275;-0.2855;1
0.7275;-0.9485;39
0.726;1.231;39
0.7255;0.1055;1
0.7255;0.0805;1
0.72;0.107;20
0.7195;0.0275;1
0.7195;-1.3845;29
0.717;-0.429;30
0.716;0.094;39
0.715;-0.242;1
0.714;0.324;30
0.708;0.866;1
0.708;-0.533;1
0.7075;-1.6715;19
0.7075;0.7025;39
0.7045;-1.1585;19
0.7045;-0.7015;39
0.7035;-0.3405;1
0.703;0.011;1
0.701;-0.754;19
0.7005;-0.6745;20
0.7;0.335;29
0.694;0.621;19
0.6915;-0.3875;29
0.6885;0.0475;29
0.687;0.322;1
0.6865;0.6005;1
0.686;-0.006;29
0.6855;-0.3075;1
0.685;0.615;1
0.683;0.106;20
0.6825;0.0285;20
0.677;-0.305;1
0.675;-0.815;1
0.673;0.217;39
0.6725;-0.1745;1
0.672;1.285;49
0.671;-0.173;29
0.671;-0.576;1
0.6705;0.1105;1
0.668;0.006;1
0.6675;0.5675;1
0.667;-0.431;49
0.666;0.32;19
0.665;-0.333;1
0.6635;1.2605;19
0.6635;-0.8845;1
0.6625;-0.5815;1
0.662;0.749;59
0.656;0.1;19
0.656;-1.073;19
0.6545;0.4375;30
0.653;0.155;1
0.6525;-1.2725;29
0.651;0.072;1
0.6505;0.6375;29
0.6475;-0.2445;1
0.6465;-0.2705;19
0.646;0.582;19
0.646;0.039;1
0.646;0.295;1
0.645;0.239;59
0.6445;-0.0085;1
0.644;-0.823;29
0.643;-0.055;19
0.6425;-0.3355;1
0.641;-0.413;1
0.64;-0.79;20
0.6395;0.6545;1
0.638;-0.436;20
0.6375;1.1975;19
0.637;0.576;1
0.6365;-0.0135;29
0.636;0.082;1
0.636;-0.393;29
0.6345;-0.1525;19
0.6345;-1.1175;19
0.633;0.566;1
0.632;-0.389;1
0.6315;0.1455;1
0.6315;-0.3515;19
0.6305;-0.2215;1
0.6285;0.1265;1
0.6285;-0.2325;49
0.6275;0.4855;19
0.6265;0.0285;1
0.626;-0.09;19
0.624;0.682;19
0.6235;-0.2375;30
0.6215;-0.5115;19
0.6215;0.2705;39
0.6215;0.0965;29
0.621;0.583;1
0.62;-1.104;1
0.6185;0.9345;19
0.618;1.075;29
0.6165;-1.0495;0.5
0.616;0.583;19
0.6155;-0.2345;0.5
0.615;-0.41;19
0.615;-0.923;19
0.614;-0.739;29
0.612;0.261;20
0.6105;-0.0815;1
0.6085;-0.0305;1
0.608;-0.636;19
0.6065;0.2195;1
0.6035;-0.3005;1
0.602;1.47;19
0.6005;-0.1575;20
0.5995;0.6545;59
0.599;1.18;19
0.599;-0.565;1
0.599;-1.359;49
0.597;0.914;19
0.597;0.062;1
0.5965;0.7765;20
0.595;0.107;39
0.593;-0.321;39
0.5905;1.1055;19
0.59;0.082;19
0.59;0.673;1
0.5895;0.1925;1
0.588;-0.629;30
0.588;0.258;29
0.587;0.758;39
0.5865;1.2405;39
0.586;-0.307;19
0.583;-0.154;19
0.5805;-0.0015;1
0.579;0.648;39
0.579;0.011;1
0.5775;-0.6565;1
0.5765;-0.3935;30
0.5765;-0.5645;1
0.576;-0.025;29
0.576;0.164;1
0.5735;0.4455;40
0.571;0.167;20
0.57;-0.436;29
0.569;-0.621;1
0.569;-0.702;39
0.5685;-0.0935;29
0.568;0.302;39
0.567;0.251;1
0.5655;0.8085;1
0.5635;-0.0085;1
0.563;0.232;19
0.5605;-0.2805;19
0.5605;-1.2205;29
0.56;-0.236;1
0.56;-0.449;1
0.557;-0.815;29
0.5565;-0.0935;1
0.555;0.222;49
0.555;-0.421;20
0.554;0.177;1
0.554;-0.594;1
0.5535;-0.1955;29
0.551;0.985;39
0.551;-0.658;1
0.549;-0.049;1
0.5485;-0.0795;1
0.547;-0.508;1
0.545;0.145;19
0.5445;0.4625;1
0.544;1.138;19
0.544;-0.805;19
0.542;-0.83;19
0.5415;0.0055;29
0.541;-0.567;29
0.54;-0.04;1
0.54;-0.186;19
0.535;-0.881;1
0.5285;0.4155;1
0.527;0.292;39
0.523;-1.203;19
0.5225;-0.6795;1
0.522;0.108;1
0.5215;0.0255;1
0.52;1.529;19
0.518;0.134;1
0.517;-0.138;1
0.5165;-0.2135;29
0.5155;-0.3805;1
0.5145;0.1375;19
0.514;0.45;1
0.514;-0.408;1
0.5095;0.4785;19
0.5085;-0.4285;19
0.5045;-0.5045;1
0.502;-0.058;19
0.5005;0.6125;1
0.499;0.082;1
0.499;-0.123;1
0.4975;-0.2585;30
0.497;0.392;1
0.495;0.156;1
0.4935;-0.1165;29
0.4925;-0.2115;19
0.492;0.339;19
0.4915;-0.0555;1
0.4905;-0.0495;1
0.486;-0.249;39
0.4855;1.2115;19
0.4845;-0.1075;1
0.4815;-0.3715;1
0.481;-0.224;1
0.479;-0.166;40
0.4765;-1.1725;1
0.4765;0.5905;1
0.4765;0.5205;1
0.4755;0.7015;19
0.4755;-0.2615;1
0.4755;-0.3955;20
0.474;-0.108;19
0.4735;0.9075;1
0.4735;0.3935;1
0.4735;-0.2465;1
0.4705;-0.3775;39
0.4705;-0.5205;20
0.47;1.056;50
0.4685;0.3005;1
0.467;0.821;1
0.467;-0.218;1
0.467;-0.495;39
0.4665;0.1885;29
0.466;0.793;1
0.4655;0.1145;1
0.4635;-0.4615;20
0.463;-0.314;1
0.463;-0.503;49
0.4625;-0.0105;1
0.462;-0.381;19
0.4615;-0.7035;19
0.4615;-0.6645;1
0.461;0.05;29
0.461;-0.727;49
0.4605;-0.5335;19
0.46;0.537;39
0.46;-1.552;1
0.4575;0.0965;40
0.4555;-0.3525;19
0.453;0.738;1
0.4525;0.1355;19
0.452;-0.35;30
0.451;0.018;1
0.4495;-0.1295;20
0.4495;-0.4565;1
0.448;-0.368;1
0.4475;-0.1605;1
0.4465;-0.7115;1
0.4455;0.2545;1
0.443;0.985;1
0.442;0.111;1
0.442;0.853;1
0.441;0.444;20
0.4405;0.4815;1
0.4385;0.1025;20
0.4385;-0.3455;1
0.438;0.727;19
0.437;0.269;39
0.436;0.431;1
0.436;1.236;19
0.436;0.136;29
0.434;1.167;19
0.4335;0.2875;1
0.431;0.676;1
0.431;-1.234;19
0.4285;0.4845;29
0.4275;0.8735;1
0.4255;0.8715;29
0.425;0.583;19
0.4235;-1.0375;20
0.423;-0.994;29
0.4225;0.8845;29
0.419;0.168;1
0.4185;-0.3155;1
0.418;0.141;29
0.418;-0.047;19
0.4155;0.8845;39
0.4155;0.0245;19
0.4145;0.3345;39
0.412;-0.806;19
0.4105;-1.0025;20
0.408;0.085;19
0.4075;-0.4825;1
0.4075;1.7945;29
0.4075;-0.4355;1
0.407;-1.316;1
0.4065;0.3015;1
0.406;0.153;1
0.4055;-0.9145;20
0.405;0.811;29
0.4045;-0.1435;1
0.4045;-0.5575;39
0.4025;-0.6545;29
0.402;0.872;19
0.402;-0.408;29
0.401;0.342;1
0.4005;-0.7205;29
0.4;0.418;19
0.3995;-0.4475;1
0.3975;0.4755;29
0.3975;-0.4055;19
0.397;-0.505;1
0.3955;-0.0365;1
0.3945;0.0385;1
0.3915;0.0705;29
0.391;0.28;29
0.39;0.183;60
0.3865;0.6915;19
0.3865;0.2495;39
0.3855;-0.4585;1
0.385;0.612;29
0.3835;0.4245;19
0.383;0.416;20
0.3825;0.8755;19
0.3815;-0.7795;30
0.38;0.568;20
0.3785;0.1745;50
0.3765;-0.1425;1
0.373;0.295;20
0.371;0.441;40
0.371;-0.666;29
0.37;-0.191;20
0.3695;0.3775;19
0.3655;-0.3565;1
0.364;0.626;1
0.364;-0.127;1
0.362;0.771;19
0.361;0.028;1
0.3595;-0.3675;30
0.3585;0.7575;19
0.358;0.539;29
0.3575;-0.7495;39
0.357;-0.018;1
0.3555;-0.9665;19
0.3545;-0.0925;1
0.3535;0.3945;29
0.352;0.655;19
0.352;-0.344;19
0.3515;-0.0435;1
0.3515;-1.2625;1
0.351;0.461;59
0.351;-0.453;19
0.3505;-1.2235;19
0.3495;0.0195;1
0.348;0.542;39
0.348;-0.953;29
0.344;2.36;19
0.3425;0.0435;39
0.342;0.381;39
0.3415;0.8275;19
0.341;0.466;30
0.34;0.332;1
0.3395;0.1715;1
0.338;-0.957;1
0.337;1.245;19
0.337;-0.116;1
0.3345;-0.3995;29
0.3335;-1.3675;19
0.333;-0.163;30
0.333;-0.319;29
0.333;0.946;1
0.332;-0.296;19
0.331;0.361;19
0.3305;0.2725;29
0.3305;0.0665;39
0.33;-0.437;19
0.329;0.105;1
0.3275;0.1355;19
0.3265;-0.2605;1
0.3265;-0.8315;19
0.3255;0.8185;1
0.3245;-0.4915;49
0.324;0.839;1
0.3235;-0.1845;1
0.3215;0.9135;39
0.321;0.613;30
0.321;0.361;1
0.3205;-0.3265;1
0.32;0.298;39
0.318;1.327;1
0.3165;-0.0675;19
0.3155;-0.0475;20
0.315;0.156;59
0.3135;-0.0925;1
0.313;-0.064;1
0.3125;-0.3475;19
0.311;0.321;1
0.31;-0.477;1
0.307;-0.138;19
0.3045;-1.0285;19
0.303;0.389;49
0.3025;-0.3545;20
0.302;-0.404;1
0.3;0.096;1
0.299;-0.231;20
0.299;0.137;19
0.297;-0.644;29
0.296;-0.915;59
0.295;-0.078;20
0.2945;0.0195;1
0.2935;1.5695;19
0.2915;-0.0835;19
0.29;0.675;20
0.289;1.001;19
0.288;-1.012;19
0.2865;-0.6605;30
0.282;0.223;19
0.282;-0.112;29
0.28;0.143;1
0.28;-0.519;1
0.279;0.351;19
0.2785;0.3185;29
0.2755;-0.6465;29
0.2755;0.5505;19
0.2745;0.2015;1
0.274;0.357;49
0.2735;0.8395;29
0.2735;-0.8565;1
0.2725;-0.5305;1
0.271;0.175;1
0.271;-0.372;49
0.2705;0.5215;19
0.2695;0.2895;19
0.2685;0.8805;19
0.2685;0.0215;1
0.268;0.35;1
0.2665;0.3405;29
0.2655;0.3855;49
0.2655;-0.7125;29
0.265;0.259;29
0.265;-0.33;1
0.2645;0.1035;30
0.2635;0.3925;29
0.263;0.325;1
0.2625;-0.4855;1
0.2625;0.6805;19
0.2615;-1.6505;19
0.2605;0.0365;19
0.2605;-0.2045;1
0.26;0.48;29
0.258;0.1;1
0.2565;-0.0425;1
0.255;0.286;20
0.253;0.054;19
0.2525;0.9115;39
0.2505;0.5415;1
0.25;0.783;29
0.2495;-0.4695;19
0.2495;-0.8295;39
0.249;0.174;19
0.248;-0.661;19
0.245;-0.925;1
0.245;-2.075;29
0.243;-0.899;19
0.242;-0.556;19
0.241;0.394;29
0.2405;0.0735;29
0.239;-0.557;19
0.238;0.134;20
0.238;-1.354;29
0.2365;0.4655;1
0.236;0.722;1
0.236;-1.322;20
0.2355;0.6595;1
0.235;0.318;39
0.2345;-0.0295;1
0.2335;0.0825;30
0.233;-1.043;39
0.2325;-1.1755;39
0.232;-0.268;1
0.2315;0.8925;20
0.231;0.526;30
0.2295;-0.9405;29
0.229;-1.587;29
0.2275;0.1575;19
0.227;-0.617;39
0.226;0.071;1
0.2255;0.2385;1
0.224;0.457;29
0.2225;0.1165;29
0.2225;0.2525;1
0.2215;0.5265;1
0.2205;0.6685;29
0.218;-0.528;39
0.218;-0.972;19
0.217;-0.066;40
0.2145;0.2705;1
0.2145;-0.0785;1
0.213;-0.193;39
0.213;0.266;1
0.2115;0.0495;1
0.21;0.981;59
0.2095;-0.0365;1
0.2085;0.4215;1
0.2085;-0.4765;29
0.2085;0.5095;39
0.208;-0.035;20
0.207;0.424;20
0.206;-0.609;1
0.205;2.225;19
0.205;1.347;29
0.2045;0.4245;1
0.204;0.193;1
0.2025;0.7305;19
0.2015;-0.1855;29
0.2005;1.0585;49
0.1995;0.1625;29
0.1985;-0.2195;1
0.1975;-0.7815;1
0.197;-0.647;1
0.1965;-0.9935;20
0.196;0.022;39
0.196;-0.091;30
0.1945;0.5215;39
0.194;0.854;1
0.194;0.719;1
0.191;0.53;19
0.191;-0.513;19
0.188;-0.105;19
0.187;-1.218;19
0.1835;0.1705;19
0.183;0.141;19
0.181;0.273;79
0.181;-0.006;19
0.178;0.447;29
0.178;-0.024;29
0.176;-0.008;1
0.175;0.258;29
0.174;0.243;1
0.1735;0.1425;40
0.173;-0.143;19
0.1715;-0.3505;29
0.1715;-0.8365;20
0.1705;1.9375;29
0.1705;1.3085;19
0.1705;0.7625;1
0.17;0.773;29
0.17;0.538;19
0.169;-2.201;29
0.168;-1.3;19
0.1675;-1.1205;19
0.1675;1.5945;19
0.1675;0.7075;29
0.1665;-0.1025;1
0.165;-0.648;1
0.1645;1.1415;19
0.1645;-0.4255;39
0.1595;1.8375;19
0.159;-0.159;29
0.158;0.03;1
0.1575;0.6905;1
0.157;-0.861;1
0.157;0.051;1
0.155;0.374;19
0.153;1.203;19
0.152;-0.252;1
0.151;0.239;19
0.1505;0.2605;1
0.1495;0.1295;29
0.1465;-0.8345;29
0.145;1.383;39
0.143;-0.461;19
0.1425;0.0255;19
0.1405;0.4355;1
0.1385;-0.2935;1
0.137;-0.676;29
0.1365;1.0955;39
0.135;-0.06;20
0.135;-0.13;1
0.135;-0.738;50
0.134;-0.499;1
0.132;-0.021;1
0.132;-0.027;19
0.132;-1.813;19
0.131;-0.775;19
0.1295;-0.2165;1
0.1295;-0.8615;19
0.1285;0.1985;29
0.128;1.013;1
0.1255;0.6255;19
0.1255;-0.2695;50
0.124;-0.608;49
0.123;0.901;19
0.1225;0.5075;19
0.12;-1.203;1
0.119;-0.314;19
0.118;0.143;19
0.116;-1.219;1
0.114;0.281;1
0.111;-0.074;20
0.111;-0.314;39
0.1105;-0.7985;1
0.1085;0.6095;1
0.1065;0.1275;29
0.1065;0.0685;1
0.1065;-0.7855;29
0.106;-1.734;29
0.106;0.675;19
0.1035;0.2105;39
0.101;0.477;29
0.1005;-0.3245;1
0.0995;0.3575;1
0.0995;0.2785;19
0.0995;-0.3615;30
0.099;-0.604;19
0.0975;-0.0885;19
0.097;-0.656;19
0.096;-0.205;30
0.0955;-0.9565;19
0.093;0.436;19
0.0925;0.9555;19
0.0925;-0.4115;29
0.092;-0.286;19
0.0915;0.4085;29
0.0915;0.1165;20
0.0905;-0.0145;29
0.09;-0.078;19
0.09;-0.48;1
0.0895;0.4225;1
0.0875;0.7235;29
0.0875;-1.0605;29
0.087;-0.709;30
0.087;-0.541;29
0.0865;-0.6005;29
0.0855;0.6005;1
0.083;0.096;19
0.082;0.325;39
0.0785;0.5865;49
